class	label	URI	parent_class	parent_label	parent_URI	OBI_0000283	OBI_0000291	OBI_0000291	OBI_0000279	OBI_0000279	OBI_0000279	OBI_0000279	OBI_0000279	OBI_0000279	OBI_0000275	OBI_0000275	OBI_0000275	OBI_0000287	OBI_0000287	OBI_0000287	OBI_0000287	OBI_0000288	rdfs:comment	OBI_0000281	OBI_0000284	OBI_0000277	OBI_0000274	OBI_0000274	OBI_0000274	OBI_0000274	OBI_0000274	OBI_0000274	OBI_0000274	OBI_0000274	OBI_0000274	OBI_0000274	OBI_0000285	OBI_0000286	OBI_0000286	OBI_0000286	OBI_0000286
OBI_0000026	cytological stain role	http://purl.obofoundry.org/obo/OBI_0000026	OBI_0000250		http://purl.obofoundry.org/obo/OBI_0000250		Cytological stain is a dye used to mark organelles in a cytological preparation		source pending									DAPI				Cytological stain					Jennifer Fostel														
OBI_0600056	protease cleavage	http://purl.obofoundry.org/obo/OBI_0600056	OBI_0000231		http://purl.obofoundry.org/obo/OBI_0000231		the use of enzymes to cut proteins		OBI branch derived						\n---\nenzymatic digestion\n			the use of trypsin to cleave pepsin into peptide fragments				protease cleavage					PlanAndPlannedProcess Branch														
OBI_0000159	journal article content	http://purl.obofoundry.org/obo/OBI_0000159	OBI_0000099		http://purl.obofoundry.org/obo/OBI_0000099		Journal article content is a narrative object that is the information content encoded in a article published in a serious, scholarly publication, most often peer-reviewed.		group:OBI									Examples of encodings of journal article content are articles published in the journals, Nature and Science. The content can often be cited by reference to a paper based encoding, e.g.  Authors, Title of article, Journal name, date or year of publication, volume and page number.				journal article content					person:Chris Stoeckert	person:Alan Ruttenberg													
OBI_0600040	synthesize	http://purl.obofoundry.org/obo/OBI_0600040	OBI_0000094		http://purl.obofoundry.org/obo/OBI_0000094		the construction of a biomaterial from simpler biomaterials		OBI branch derived						This probably needs breaking down into more specific applications. The example given is already covered in reverse_transcription			making cDNA from nucleotides using RNA as a template				synthesize					PERSON:Kevin Clancy														
OBI_0600022	excision	http://purl.obofoundry.org/obo/OBI_0600022	OBI_0600014		http://purl.obofoundry.org/obo/OBI_0600014		the use physical means to remove a portion of a substance from the rest		www.crohnsresource.com/glossary.jsp (via google define:resection)						BP: duplicate rdfs:label entry, en			Cutting out the portion of a gel which contains a DNA fragment				excision					Alan Ruttenberg, Kevin Clancy														
OBI_9999994	chromium release assay	http://purl.obofoundry.org/obo/OBI_9999994	OBI_0000070		http://purl.obofoundry.org/obo/OBI_0000070		An assay in which radioactive chromium is absorbed by cells and released into supernatant when the cells die. The amount of radioactivity measured in the supernatant is a proxy for the number of cells that have died.		OBI branch derived									from http://cvi.asm.org/cgi/content/full/11/2/255 (and slightly simplified)\nAutologous EBV-transformed B-LCL were used as target cells for the influenza virus-specific CTL assays. Equal volumes of target (5 x 10E4 cells/ml) and effector cells were added to triplicate wells of 96-well tissue culture plates, and 1:2 serial dilutions of effectors were made, producing effector-to-target (E:T) ratios of 100:1, 50:1, 25:1, and 12.5:1 (9). Spontaneous release of 51Cr was assessed by the incubation of target cells in medium alone, and maximum release of 51Cr was determined by the incubation of target cells in 0.1% Triton X-100 (Sigma-Aldrich).\nAfter a 4-h incubation of the effector cells with the target cells at 37Â°C in 6% CO2, supernatants were collected following brief centrifugation. The supernatant was collected into filters of supernatant collection system harvesting frames (Molecular Devices Skatron, Sunnyvale, Calif.) and transferred to polystyrene tubes to be counted with the LKB 1272 Clinigamma counter (Wallac).\nPercent specific was determined with the following equation: (experimental 51Cr release - spontaneous 51Cr release)/(maximum 51Cr release - spontaneous 51Cr release) x 100.				chromium release assay					PlanAndPlannedProcess Branch														
OBI_0400008	flow_cytometer_analyzer	http://purl.obofoundry.org/obo/OBI_0400008	OBI_0400044		http://purl.obofoundry.org/obo/OBI_0400044		An analyser is a flow_cytometer that is used to measure properties of particles (whole cells, nuclei, chromosomes, diatoms, plankton, bacteria, viruses) by moving these particles through a detection chamber. An analyser is used to collect data for anaylsis.		http://www.flocyte.com/FRTP/Resources/flow_cytometry_glossary.htm						The definitions for leaf node instruments do not currently follow OBO Foundry. They are preliminary solutions and definitions will not get placed on the Modell level.			FACS Calibur, Luminex 100				flow_cytometer_analyzer	DS: The definitions for leaf node instruments do not currently follow OBO Foundry. They are preliminary solutions and definitions will not get placed on the Modell level.				John Quinn														
OBI_0000032	clinical research coordinator role	http://purl.obofoundry.org/obo/OBI_0000032	OBI_0000116		http://purl.obofoundry.org/obo/OBI_0000116		A clinical research coordinator is a worker role comprised of handling the administrative duties of a trial or study.		source pending						CDISC Definition:  handles most of the administrative responsibilities of a clinical trial on behalf of a site Synonyms: trial coordinator, study coordinator, research coordinator, clinical coordinator, research nurse, protocol nurse.  Reviews the data before a monitor's visit.			example_of_usage to be added				Clinical research coordinator					Jennifer Fostel														
OBI_0200085	mass spectrometry analysis	http://purl.obofoundry.org/obo/OBI_0200085	OBI_0200067		http://purl.obofoundry.org/obo/OBI_0200067																	mass spectrometry analysis																			
OBI_0400117	vacuum_dryer	http://purl.obofoundry.org/obo/OBI_0400117	OBI_0400003		http://purl.obofoundry.org/obo/OBI_0400003		An instrument which removes liquid by the application of negative pressure,  i.e. vacuum.		MO									Model 777 Microarray Oven				vacuum_dryer					Trish Whetzel														
OBI_0000165	Direct experimental factor	http://purl.obofoundry.org/obo/OBI_0000165	OBI_0000008		http://purl.obofoundry.org/obo/OBI_0000008		Direct experimental factor is an experimental factor role played by any study variable which is directly varied in the protocol application, such as (1) a protocol parameter which is systematically or deliberately varied within the study or (2) selection of study participants with different characteristics or that are from different environments		source pending									Dosage; sex; disease state; collection location				Direct experimental factor					Jennifer Fostel														
OBI_0900003	instrument platform function	http://purl.obofoundry.org/obo/OBI_0900003	ObsoleteClass		http://www.geneontology.org/formats/oboInOwl#ObsoleteClass		A function inhering an instrument_platform enabling it to participate in critical process in the context of a specific investigation plan.		PERSON:William Bug@2007/07/10									E.g. the function of a high pressure liquid chromatagraphic (HPLC) system to separate molecules based on their solubility properties				instrument platform function					Bill Bug														
OBI_0302737	PCR-SSCP assay	http://purl.obofoundry.org/obo/OBI_0302737	OBI_0000070		http://purl.obofoundry.org/obo/OBI_0000070		a PCR-SSCP assay is an assay which aims at the  identification  of DNA sequence variation (mutation,deletion, insertions) using gel electrophoresis technique and denaturating conditions on target DNA sequences amplified using polymerase chain reaction procedure.		PMID: 18219595.Mol Biotechnol. 2008 Feb;38(2):155-63.PCR-SSCP: a method for the molecular analysis of genetic diseases.									PMID: 17334176.Hum Exp Toxicol. 2007 Jan;26(1):9-18.Is there a role for PCR-SSCP among the methods for missense mutation detection of TP53 gene?									Philippe Rocca-Serra											polymerase chain reaction-single strand conformation polymorphism assay			
OBI_0000331	time trigger	http://purl.obofoundry.org/obo/OBI_0000331	OBI_0000349		http://purl.obofoundry.org/obo/OBI_0000349		revisit?															time trigger					PlanAndPlannedProcess Branch														
OBI_0600029	isolation of cell culture supernatant	http://purl.obofoundry.org/obo/OBI_0600029	OBI_0600014		http://purl.obofoundry.org/obo/OBI_0600014		a protocol which results in the separation of supernatant material from a cell culture		OBI branch derived						This does not apply to the case where the cells are lysed			Pouring out a portion of the fluid part of an adherant cell culture growing in a flask.; The centrifugation of a T cell culture followed by aspiration of the supernatant while the cellular pellet remains in the centrifuge tube.				isolation of cell culture supernatant					PlanAndPlannedProcess Branch														
OBI_0200036	Benjamini and Hochberg false discovery rate correction method	http://purl.obofoundry.org/obo/OBI_0200036	OBI_0200067		http://purl.obofoundry.org/obo/OBI_0200067																	Benjamini and Hochberg false discovery rate correction method																			
OBI_0400075	MoFlo	http://purl.obofoundry.org/obo/OBI_0400075	OBI_0400099		http://purl.obofoundry.org/obo/OBI_0400099		A MoFlo is a flow_cytometer_sorter manufactured by Dako Cytomation. It features digital electronics, the option to include several lasers (solid state 488 nm, 635 nm, and a 351 nm diode laser), and has the filtering and colelction capacity for up to 10 flouresecent parameters. The MoFlo is an instrument that can be used to both analyze quantitatively and collect cells in a flowing medium.		http://www.dakousa.com/index/prod_search/prod_groups.htm?productareaid=16									MoFlo at TSRI Flow Cytometry Core Facility				MoFlo					John Quinn														
OBI_0000046	non-realizable information entity	http://purl.obofoundry.org/obo/OBI_0000046	OBI_0000080		http://purl.obofoundry.org/obo/OBI_0000080		A non-realizable information entity is a generically dependent continuant which conveys meaning that can be communicated but whose meaning does necessarily imply that some process might follow from that meaning.		group:OBI						top level			An essay on the history of the euro. Contrast: A recipe to bake a bread				non-realizable information entity					person:Alan Ruttenberg														
OBI_0000074	Hypothesis	http://purl.obofoundry.org/obo/OBI_0000074	OBI_0000107		http://purl.obofoundry.org/obo/OBI_0000107		Hypothesis is a role played by a proposition describing a reasoned proposal suggesting a possible correlation between multiple phenomena.		source pending						discussion on the tracker\nhttp://sourceforge.net/tracker/index.php?func=detail&aid=1887478&group_id=177891&atid=886178			Darwin's theory of evolution				Hypothesis					Jennifer Fostel														
OBI_0500016	fractional factorial design	http://purl.obofoundry.org/obo/OBI_0500016	OBI_0500014		http://purl.obofoundry.org/obo/OBI_0500014		A fractional factorial design is_a study design in which only an adequately chosen fraction of the treatment combinations required for the complete factorial experiment is selected to be run		http://www.itl.nist.gov/div898/handbook/pri/section3/pri334.htm From ASQC (1983) Glossary & Tables for Statistical Quality Control						MSI			example to be added				fractional factorial design					Philippe Rocca-Serra														
OBI_0100059	experimental biomateral entity	http://purl.obofoundry.org/obo/OBI_0100059	OBI_0302712		http://purl.obofoundry.org/obo/OBI_0302712										DS: what is this? Does the 'experimental' here refer to the biomaterials role in an experiment? Or does this refer to the metadata level, e.g. indicating this class' experimental status?			example_of_usage to be added				experimental biomateral entity																			
OBI_0400052	helium_cadmium_ion_laser	http://purl.obofoundry.org/obo/OBI_0400052	OBI_0400073		http://purl.obofoundry.org/obo/OBI_0400073		A helium-cadmium laser is a metal vapor laser that emits wavelengths of 442, 325 and 354 nms. This laser is a metal vapor laser. A helium-cadmium laser can by used to irradiate cells in a flow cytometer.		http://en.wikipedia.org/wiki/Laser#Gas_lasers									KIMMON HeCd 325nm laser				helium_cadmium_ion_laser					John Quinn														
OBI_0302717	test synthetic peptide	http://purl.obofoundry.org/obo/OBI_0302717	OBI_0000233		http://purl.obofoundry.org/obo/OBI_0000233																																				
OBI_0000252	cohort role	http://purl.obofoundry.org/obo/OBI_0000252	OBI_0000198		http://purl.obofoundry.org/obo/OBI_0000198		a cohort role is a biological replicate role played by a group of study participants who share a common charactreristic of interest to the study.		# a group of individuals in a study who share a demographic, clinical, or other statistical characteristic (eg, age, study site).\nwww.thebody.org/content/treat/art2612.html\n# a group of individuals having a statistical factor (as age or class membership) in common in a demographic study, such as a cohort of students.\nwww.sceoc.com/glossaryofterms/\n# A cohort is a group of people with a common characteristic that is studied over a period of time as part of a scientific or medical investigation.\nwww.uhhospitals.org/tabid/591/Default.aspx									In statistics and demography, a cohort is a group of subjects — most often humans from a given population — defined by experiencing an event (typically birth) in a particular time span.  Wikipedia "cohort", Feb 29 2008									Jennifer Fostel														
OBI_0200041	k-means clustering	http://purl.obofoundry.org/obo/OBI_0200041	OBI_0200039		http://purl.obofoundry.org/obo/OBI_0200039		K-Means clustering is a method for partitioning data into K specified clusters.  The input is unclustered data with a value for k and the output is a cluster label assigned to each data point, often with a metric value, such as distance to cluster centroid.		editor													k-means clustering					James Malone														
OBI_0200080	network analysis	http://purl.obofoundry.org/obo/OBI_0200080	OBI_0200000		http://purl.obofoundry.org/obo/OBI_0200000		A data transformation that takes as input data that describes biological networks in terms of the node (a.k.a. vertex) and edge graph elements and their characteristics and generates as output properties of the constituent nodes and edges, the sub-graphs, and the entire network.		PERSON: Richard Scheuermann													network analysis					Richard Scheuermann														
OBI_0400068	LSR2	http://purl.obofoundry.org/obo/OBI_0400068	OBI_0400099		http://purl.obofoundry.org/obo/OBI_0400099		A LSR2 is a sorter manufactured by Becton Dickinson. It features digital electronics, a solid state 488 nm blue laser and optionally can also have any combination of solid state UV (355 nm) and violet (405 nm) lasers and the a HeNe (633 nm) ion laser. The LSR2 has the filters and PMTs to work with 13 flourescent parameters. The LSR II is one of the most common sorters in use.		http://www.bdbiosciences.com/external_files/is/doc/mkt_lit/brochures/live/web_enabled/SJ-0142-00LSR2.pdf									LSR2 at TSRI Flow Cytometry Core Facility				LSR2					John Quinn														
OBI_0000232	hardware_optimization	http://purl.obofoundry.org/obo/OBI_0000232	OBI_0000134		http://purl.obofoundry.org/obo/OBI_0000134		Hardware_optimization is a hardware_testing_objective describing a study designed to identify the best hardware.		source pending									example_of_usage to be added				hardware_optimization					Jennifer Fostel														
OBI_0600054	selection by survival	http://purl.obofoundry.org/obo/OBI_0600054	OBI_0000094		http://purl.obofoundry.org/obo/OBI_0000094		the use of environmental conditions to select for the organism or cells that have a certain trait		OBI branch derived									The insertion of a gene for antibiotic resistance into a cell population and subsequent growth in the presence of the antibiotic to select for those cells which were successfully transfected				selection by survival					PERSON:Kevin Clancy														
OBI_0000249	technical replicate role	http://purl.obofoundry.org/obo/OBI_0000249	OBI_0000220		http://purl.obofoundry.org/obo/OBI_0000220		Technical replicate is a reference participant role where two or more aliquots of the same biological material are subjected to replicate assays		source pending									Aliquots of a tissue subjected to parallel assays				Technical replicate					Jennifer Fostel														
OBI_0200021	linlog transformation	http://purl.obofoundry.org/obo/OBI_0200021	OBI_0200000		http://purl.obofoundry.org/obo/OBI_0200000		A linlog transformation is a data transformation, described in PMID 16646782, whose input is a matrix [y_ik] and whose output is a matrix obtained by applying formula (9) of this paper, where values below an appropriately determined threshold (dependent on the row i) are transformed via a polynomial of degree 1, and values above this threshold are transformed via a logarithm.		PMID: 16646782									This can be used for microarray normalization, e.g. to normalize the data from a two-channel expression microarray assay, as described in PMID 16646782.				linlog transformation					Elisabetta Manduchi														
OBI_0302712	_a defined class is needed	http://purl.obofoundry.org/obo/OBI_0302712	OBI_0000141		http://purl.obofoundry.org/obo/OBI_0000141																																				
OBI_0400034	dye_laser	http://purl.obofoundry.org/obo/OBI_0400034	OBI_0400064		http://purl.obofoundry.org/obo/OBI_0400064		A dye laser is a laser in which the lasing medium is a flourescent dye, usually disolved in an organic solvent such as ethanol or ethylene glycol. The particular dye used determines the wavelengths the laser can emit. The laser medium is places between two parallel mirrors for light emmission amplification.		Practical Flow Cytometry 4th Edition, Howard Shapiro, ISBN-10: 0471411256, ISBN-13: 978-0471411253	John Quinn								Rhodamine 101 dye laser used to irradiate cells in a flow cytometer.				dye_laser					Daniel Schober														
OBI_0100019	cohort	http://purl.obofoundry.org/obo/OBI_0100019	OBI_0100079		http://purl.obofoundry.org/obo/OBI_0100079		A cohort is a group of individuals, identified by a common characteristic, who are studied over a period of time as part of an epidemiological investigation.		Cancer Medicine. 6th ed.\nKufe, Donald W.; Pollock, Raphael E.; Weichselbaum, Ralph R.; Bast, Robert C., Jr.; Gansler, Ted S.; Holland, James F.; Frei III, Emil, editors.\nHamilton (Canada): BC Decker Inc; c2003.ISBN 1–55009–213–8.	Tina Boussard/PharmGBK					10/02/2008: PRS - Should be a child of population (we now do away with agregate object for the moment)			PMID: 18260175. J Rheumatol. 2008 Feb 1."...Miami, Florida, and Midwestern US (Missouri) Caucasian MCTD cohorts were studied. Clinical and laboratory features of the 2 MCTD cohorts were compared. A concurrently collected cohort of Sm-positive patients with systemic lupus erythematosus (SLE) was studied as a control..."				cohort					Susanna Sansone	Helen Parkinson	Philippe Rocca-Serra												
OBI_0400107	computer	http://purl.obofoundry.org/obo/OBI_0400107	OBI_0400003		http://purl.obofoundry.org/obo/OBI_0400003		A computer is an instrument which manipulates (stores, retrieves, and processes) data according to a list of instructions.		http://en.wikipedia.org/wiki/Computer									Apple PowerBook, Dell OptiPlex				computer					Trish Whetzel	Melanie Courtot													
OBI_0600021	cell fixation	http://purl.obofoundry.org/obo/OBI_0600021	OBI_0000094		http://purl.obofoundry.org/obo/OBI_0000094		a protocol application to preserve defined  qualities of cells or tissues (sample) which may otherwise change over time		OBI branch derived						we could generalize this for other input materials	should include capturing what qualities are being preserved		http://www.tissuearray.org/CellLinesProtocolforTMA112.pdf; the treatment of CD8+ cells with methanol at -20oC; http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=Retrieve&db=PubMed&amp;list_uids=16080188&dopt=AbstractPlus				cell fixation					PERSON:Bjoern Peters														
OBI_0100016	blood plasma	http://purl.obofoundry.org/obo/OBI_0100016	OBI_0100051		http://purl.obofoundry.org/obo/OBI_0100051		blood plasma is an entity of organismal origin which corresponds to the liquid component of blood, in which the blood cells are suspended.		WEB: http://en.wikipedia.org/wiki/Blood_plasma						PRS:19032008-moved under entity of organismal origin ->modification to definition to reflect change + addition of pubmed based example	This is in FMA		PMID: 18217225.Sex Transm Dis. 2008 Jan;35(1):55-60. Review.Human immunodeficiency virus viral load in blood plasma and semen: review and implications of empirical findings.				blood plasma					Melanie Courtot	Philippe Rocca-Serra	Maura Gasparetto									plasma			
OBI_0000336	_chemical entity (import_from ChEBI)	http://purl.obofoundry.org/obo/OBI_0000336	ObsoleteClass		http://www.geneontology.org/formats/oboInOwl#ObsoleteClass		objects of chemical or biological interest		source pending						Import of ChEBI ontology			example_of_usage to be added				_ChEBI_object					OBI														
OBI_0500001	clinical study design	http://purl.obofoundry.org/obo/OBI_0500001	OBI_0000115		http://purl.obofoundry.org/obo/OBI_0000115		Plan for the precise procedure to be followed in a clinical trial, including planned and actual timing of events, choice of control group, method of allocating treatments, blinding methods; assigns a subject to pass through one or more epochs in the course of a trial. Specific design elements, e.g., crossover, parallel; dose-escalation [Modified from Pocock, Clinical Trials: A Practical Approach]		Clinical Research Glossary Version 4.0 CDICS glossary group						The definition needs to be extended to other things than simply patients	MSI		PMID: 17655677.J Cardiovasc Electrophysiol. 2007 Aug;18(9):965-71.Biventricular versus right ventricular pacing in patients with AV block (BLOCK HF): clinical study design and rationale.				clinical study design					PlanAndPlannedProcess Branch														
OBI_0302732	solvent role	http://purl.obofoundry.org/obo/OBI_0302732	Role		http://www.ifomis.org/bfo/1.1/snap#Role		solvent role is a role played by a chemical entity capable of ensuring the dissolution of another chemical entity, thereby exhibiting solvatation properties		adpated from wikipedia (http://en.wikipedia.org/wiki/Solvatation)									PMID: 18373502.Transfusion. 2008 Mar 25. Solvent/detergent treatment of platelet concentrates enhances the release of growth factors.									Philippe Rocca-Serra														
OBI_0000187	data format specification	http://purl.obofoundry.org/obo/OBI_0000187	OBI_0000333		http://purl.obofoundry.org/obo/OBI_0000333		A data format specification is a plan which organizes information. Example: The ISO document specifying what encompasses an XML document; The instructions in a XSD file		OBI branch derived													data format specification					PlanAndPlannedProcess Branch														
OBI_0500011	latin square design	http://purl.obofoundry.org/obo/OBI_0500011	OBI_0500007		http://purl.obofoundry.org/obo/OBI_0500007		Latin square design is_a study design which allows in its simpler form controlling 2 levels of nuisance variables (also known as blocking variables).he 2 nuisance factors are divided into a tabular grid with the property that each row and each column receive each treatment exactly once.		Adapted from: http://www.itl.nist.gov/div898/handbook/pri/section3/pri3321.htm and						MSI			PMID: 17582121-Our objective was to examine the effects of dietary cation-anion difference (DCAD) with different concentrations of dietary crude protein (CP) on performance and acid-base status in early lactation cows. Six lactating Holstein cows averaging 44 d in milk were used in a 6 x 6 Latin square design with a 2 x 3 factorial arrangement of treatments: DCAD of -3, 22, or 47 milliequivalents (Na + K - Cl - S)/100 g of dry matter (DM), and 16 or 19% CP on a DM basis. Linear increases with DCAD occurred in DM intake, milk fat percentage, 4% fat-corrected milk production, milk true protein, milk lactose, and milk solids-not-fat. Milk production itself was unaffected by DCAD. Jugular venous blood pH, base excess and HCO3(-) concentration, and urine pH increased, but jugular venous blood Cl- concentration, urine titratable acidity, and net acid excretion decreased linearly with increasing DCAD. An elevated ratio of coccygeal venous plasma essential AA to nonessential AA with increasing DCAD indicated that N metabolism in the rumen was affected, probably resulting in more microbial protein flowing to the small intestine. Cows fed 16% CP had lower urea N in milk than cows fed 19% CP; the same was true for urea N in coccygeal venous plasma and urine. Dry matter intake, milk production, milk composition, and acid-base status did not differ between the 16 and 19% CP treatments. It was concluded that DCAD affected DM intake and performance of dairy cows in early lactation. Feeding 16% dietary CP to cows in early lactation, compared with 19% CP, maintained lactation performance while reducing urea N excretion in milk and urine.				latin square design					Philippe Rocca-Serra														
OBI_0200077	gating	http://purl.obofoundry.org/obo/OBI_0200077	OBI_0200046		http://purl.obofoundry.org/obo/OBI_0200046		A gating is a projection consisting in a data selection process in which a subset of qualities about cells obtained through flow cytometry is used to select all the information of a subset of the cells.		PERSON: Elisabetta Manduchi	PERSON: Josef Spidlen	PERSON:Melanie Courtot	PERSON: Richard Scheuermann	PERSON: James Malone	PERSON: Ryan Brinkman	Gating is currently under projection but may be more suited to go under row submatrix extraction							gating					James Malone	Melanie Courtot	Josef Spidlen	Elisabetta Manduchi	Richard Scheuermann	Ryan Brinkman									
OBI_0000211	proxy respondent role	http://purl.obofoundry.org/obo/OBI_0000211	OBI_0000116		http://purl.obofoundry.org/obo/OBI_0000116		Proxy respondent is a worker role of describing patient's symptoms or condition to medical personnel		source pending						CDISC Definition:  Proxy respondent. Someone other than the patient who is responding about the patient on behalf of the patient, not as an observer. Compare to observer assessment.			example_of_usage to be added				Proxy respondent					Jennifer Fostel														
OBI_0200105	partial least square regression analysis	http://purl.obofoundry.org/obo/OBI_0200105	OBI_0200102		http://purl.obofoundry.org/obo/OBI_0200102		Partial least squares regression is an extension of the multiple linear regression model (see, e.g., Multiple Regression or General Stepwise Regression). In its simplest form, a linear model specifies the (linear) relationship between a dependent (response) variable Y, and a set of predictor variables, the X's, so that\nY = b0 + b1X1 + b2X2 + ... + bpXp\nIn this equation b0 is the regression coefficient for the intercept and the bi values are the regression coefficients (for variables 1 through p) computed from the data.		ARTICLE: de Jong, S. (1993). SIMPLS: An alternative approach to partial least squares regression. Chemometrics and Intelligent Laboratory Systems, 18: 251-263.													partial least square regression analysis					Tina Hernandez-Boussard											PLS-RA			
OBI_0000034	supernatant role	http://purl.obofoundry.org/obo/OBI_0000034	OBI_0000112		http://purl.obofoundry.org/obo/OBI_0000112																																				
OBI_1000048	transgenic organism	http://purl.obofoundry.org/obo/OBI_1000048	OBI_0100059		http://purl.obofoundry.org/obo/OBI_0100059		is an organism which has been modified to express a gene not normally part of it		IEDB						PRS:22-02-2008: is a organism which has output_role during genetic modification of type (KO) protocol-application			HLA-A*0201 transgenic mice, Vaccinia virus expressing the LCMV gp protein				transgenic organism					Bjoern Peters														
OBI_0100079	_move to role?	http://purl.obofoundry.org/obo/OBI_0100079	ObsoleteClass		http://www.geneontology.org/formats/oboInOwl#ObsoleteClass		All classes yet to be suitably placed in a hierarchy		source pending									example_of_usage to be added					this class should eventually be removed				James Malone														
OBI_0200118	quantile calculation	http://purl.obofoundry.org/obo/OBI_0200118	OBI_0200078		http://purl.obofoundry.org/obo/OBI_0200078		A quantile calculation is a descriptive statistics calculation in which the kth quantile is the data value for which an approximate k fraction of the data is less than or equal to that value.  See http://www.stat.wvu.edu/SRS/Modules/Quantiles/quantiles.html for details.		WEB: http://www.stat.wvu.edu/SRS/Modules/Quantiles/quantiles.html													quantile calculation					Monnie McGee														
OBI_0000177	Reference treatment	http://purl.obofoundry.org/obo/OBI_0000177	OBI_0000107		http://purl.obofoundry.org/obo/OBI_0000107		Reference treatment is a reference role in which a protocol is applied that can produce a result which may be used as a reference or standard for comparison		source pending									Treat flies with MMS to elucidate maximal mutagenesis; apply sham surgery to subjects to compare with hepatectomized subjects				Reference treatment					Jennifer Fostel														
OBI_0100041	cultivar	http://purl.obofoundry.org/obo/OBI_0100041	OBI_0000141		http://purl.obofoundry.org/obo/OBI_0000141		A cultivar is a cultivated plant that has been selected and given a unique name because it has desirable characteristics (decorative or useful) that distinguish it from otherwise similar plants of the same species. When propagated it retains those characteristics.		WEB: http://en.wikipedia.org/wiki/Cultivar	MO_124								Solanum tuberosum has a virus resistant cultivar Alcmaria				cultivar					Melanie Courtot	Helen Parkinson													
OBI_0200092	Westfall and Young family wise error rate correction	http://purl.obofoundry.org/obo/OBI_0200092	OBI_0200067		http://purl.obofoundry.org/obo/OBI_0200067																	Westfall and Young family wise error rate correction																Westfall_and_Young_FWER_correction			
OBI_0000122	Mock surgery	http://purl.obofoundry.org/obo/OBI_0000122	OBI_0000108		http://purl.obofoundry.org/obo/OBI_0000108		Mock surgery is a sham treatment designed to imitate the harmless portion of a surgical intervention		source pending									Liver sparing sham hepatectomy				Mock surgery					Jennifer Fostel														
OBI_0000217	objective	http://purl.obofoundry.org/obo/OBI_0000217	OBI_0000046		http://purl.obofoundry.org/obo/OBI_0000046		objective is an non realizable information entity which can serve as that  proper part of a plan  towards which the realization of the plan is directed. (note: achievement		source pending						Answers the question, why did you do this experiment?			purpose of a study; support of hypothesis, discovery of new information				objective					Jennifer Fostel /Barry Smith														
OBI_0000195	digital document	http://purl.obofoundry.org/obo/OBI_0000195	OBI_0000261		http://purl.obofoundry.org/obo/OBI_0000261		A digital document is a digital entity consisting of an electronic file which can be rendered into human-readable form by one or more computational applications.  The digital document does not refer to the information content of the document but to an instance of the file.		group:OBI													digital document					person:Jennifer Fostel														
OBI_0200145	intra subgraph connectivity calculation	http://purl.obofoundry.org/obo/OBI_0200145	OBI_0200137		http://purl.obofoundry.org/obo/OBI_0200137		A network subgraph quality calculation in which an input data set describing internal nodes, edges and node degrees is used to determine the average node degree within the subgraph.		PERSON: Richard Scheuermann													intra subgraph connectivity calculation					Richard Scheuermann														
OBI_0000019	radioactive	http://purl.obofoundry.org/obo/OBI_0000019	Quality		http://www.ifomis.org/bfo/1.1/snap#Quality																		move to dependent.owl																		
OBI_0000182	nuclear magnetic resonance assay	http://purl.obofoundry.org/obo/OBI_0000182	OBI_0000070		http://purl.obofoundry.org/obo/OBI_0000070		A nuclear magnetic resonance assay is an assay used to identify the chemical structure of a compound or biological macromolecule. definition_source: www.nature.com/nrd/journal/v2/n5/glossary/nrd1086_glossary.html		OBI branch derived													nuclear magnetic resonance assay					PlanAndPlannedProcess Branch														
OBI_0200016	sine transformation	http://purl.obofoundry.org/obo/OBI_0200016	OBI_0200000		http://purl.obofoundry.org/obo/OBI_0200000		A sine transformation is a data transformation which consists in applying the sine function to a (one dimensional) real number input. The sine function is one of the basic trigonometric functions and a definition is provided, e.g., at http://mathworld.wolfram.com/Sine.html.		WEB: http://mathworld.wolfram.com/Sine.html									sine(0)=0, sine(pi/2)=1, sine(pi)=0, sine(3*pi/2)=-1, sine(pi/6)=1/2, sine(x+2*k*pi)=sine(x) where k is any integer, etc.				sine transformation					Elisabetta Manduchi														
OBI_0400029	CytoSub	http://purl.obofoundry.org/obo/OBI_0400029	OBI_0400008		http://purl.obofoundry.org/obo/OBI_0400008		A CytoSub is a flow_cytometer_analyser manufactured by Cyto Buoy Inc. They are a single laser, multi parameter instrument. Various types of micro-laser are offered; available measuring parameters are forward light scatter, side scatter, and fluorescence (max. 9 colour bands). The current series have 5 parameters. The CytoSub is the submersible version equipped with a high pressure sample inlet loop and a high pressure housing to allow underwater operation down to 200 m, lowered on a cable or mounted on a flooded underwater vehicle.		http://www.cytobuoy.com/													CytoSub					John Quinn														
OBI_0000258	Control value	http://purl.obofoundry.org/obo/OBI_0000258	OBI_0000216		http://purl.obofoundry.org/obo/OBI_0000216		Control value is a reference value produced by a measurement or observation of a study participant in a designated control treatment group		source pending									Value of test done on solvent-treated control animal at time = 6 in a study where the same test is also done on groups of treated animals at time = 6				Control value					Jennifer Fostel														
OBI_0200009	background correction	http://purl.obofoundry.org/obo/OBI_0200009	OBI_0200000		http://purl.obofoundry.org/obo/OBI_0200000																	background correction																			
